months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,combined_text,fraud_reported
265,40,430029,IL,250/500,1000,1454.43,0,459407,FEMALE,MD,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,17,3,NO,2,3,NO,55120,6890,0,48230,2002,2006,8,21,2015,2,21,3106,yachting 4234 cherokee lane arlington accura mdx,0
56,36,735844,IN,100/300,500,1533.07,0,609336,MALE,JD,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,13,1,YES,1,2,YES,58500,0,6500,52000,2001,2009,11,8,2015,1,20,1899,exercise 8459 apache ave springfield ford escape,0
57,25,907113,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,0,3,NO,0,1,YES,72900,14580,14580,43740,2010,1996,1,20,2015,1,16,6936,dancing 7281 oak st riverwood nissan maximum,0
261,46,348814,IL,500/1000,1000,1245.61,0,478703,MALE,MD,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,11,1,YES,1,0,NO,59670,9180,9180,41310,2008,1992,9,24,2015,2,12,8176,5168 5th ave columbus ford escape,0
475,57,958785,OH,100/300,500,1216.56,0,436522,MALE,Masters,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,20,1,NO,0,2,NO,78000,6500,13000,58500,2000,1995,2,18,2015,1,31,7287,skydiving 1215 pine hwy hillsdale suburu forrestor,0
61,26,766193,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,16,2,YES,1,0,NO,53820,11960,5980,35880,2015,2011,7,31,2015,2,14,1294,skydiving 3769 sky st hillsdale ford f150,1
108,32,439828,OH,500/1000,2000,1257.0,4000000,616341,FEMALE,High School,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,23,1,NO,1,3,NO,61270,5570,11140,44560,1999,2006,9,7,2015,1,11,3048,basketball 1929 britain drive northbrook suburu legacy,0
253,44,516182,OH,100/300,2000,719.52,0,606606,FEMALE,High School,own-child,45800,0,Parked Car,Rear Collision,Trivial Damage,,SC,9,1,NO,0,3,NO,5400,600,600,4200,1998,2007,5,12,2015,2,13,2834,golf 1741 best ridge arlington chevrolet malibu,0
458,61,921851,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,18,1,NO,2,1,NO,56340,6260,6260,43820,2003,1992,12,7,2015,2,25,8115,3753 francis lane columbus volkswagen passat,0
143,33,889764,OH,500/1000,1000,1200.09,0,454191,FEMALE,Associate,unmarried,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,17,3,NO,2,2,NO,70400,14080,7040,49280,2002,1993,11,30,2015,1,26,7727,8014 embaracadero drive arlington accura rsx,0
254,41,500384,IL,250/500,2000,1241.04,0,431361,FEMALE,Masters,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,16,1,NO,2,2,YES,100210,18220,18220,63770,2014,2013,12,18,2015,1,4,382,1220 mlk ave riverwood audi a5,0
289,46,858060,IL,250/500,2000,1209.07,0,604138,MALE,JD,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,18,1,YES,0,1,YES,56430,6270,6270,43890,1995,2004,5,31,2015,2,28,3925,chess 5649 texas ave arlington bmw 3 series,1
142,30,491170,IN,500/1000,500,1412.76,0,603260,MALE,PhD,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,22,1,YES,2,3,NO,67320,11220,11220,44880,1996,1998,1,14,2015,1,10,6205,basketball 7900 sky hwy riverwood volkswagen jetta,0
239,39,506333,IL,100/300,500,1396.83,0,442308,FEMALE,Masters,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,0,4,NO,0,3,NO,76890,6990,13980,55920,2007,1990,6,22,2015,1,6,8964,reading 6044 weaver drive northbend bmw x6,0
95,28,208298,OH,250/500,1000,773.99,0,458727,MALE,Associate,other-relative,0,-70300,Vehicle Theft,Rear Collision,Trivial Damage,,PA,3,1,YES,1,2,NO,3200,640,320,2240,2014,1990,11,3,2015,1,1,8825,6359 mlk ridge springfield mercedes e400,0
275,45,403737,IN,500/1000,2000,1447.77,0,605756,FEMALE,Associate,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,8,3,YES,1,1,NO,64320,5360,10720,48240,1998,1991,12,6,2015,1,18,8444,camping 3835 5th ave northbend accura mdx,0
223,40,729634,IN,100/300,500,1201.41,0,437818,FEMALE,JD,husband,88400,-46500,Multi-vehicle Collision,Side Collision,Major Damage,Police,NC,7,3,YES,1,0,NO,70510,12820,12820,44870,1999,1994,4,28,2015,1,27,7579,movie 7466 mlk ridge columbus suburu forrestor,0
335,48,440616,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,21,3,NO,0,0,YES,35860,3260,6520,26080,2005,1995,9,6,2015,2,19,7106,chess 8617 best ave columbus bmw x5,1
441,55,669501,IN,250/500,500,1270.29,4000000,449421,MALE,College,husband,24000,-50500,Parked Car,Rear Collision,Minor Damage,,VA,4,1,NO,0,0,NO,6400,640,640,5120,2002,2009,7,29,2015,2,19,2031,exercise 9988 rock ridge arlington honda civic,0
292,44,200827,OH,500/1000,500,1097.57,0,462836,MALE,PhD,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,12,1,NO,1,0,YES,61700,6170,6170,49360,2005,1997,2,28,2015,2,28,6574,basketball 4429 washington st columbus saab 93,0
146,31,411289,OH,250/500,2000,1082.72,0,478661,FEMALE,PhD,not-in-family,61400,-57500,Vehicle Theft,Rear Collision,Minor Damage,,SC,3,1,YES,2,0,NO,5220,580,580,4060,2015,1997,9,16,2015,1,15,6330,4188 britain ave northbend accura mdx,0
245,39,531640,OH,250/500,500,964.79,8000000,460675,FEMALE,Associate,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,7,3,NO,0,1,NO,72820,13240,6620,52960,2010,2001,4,21,2015,2,20,5053,camping 1628 best drive arlington bmw 3 series,0
298,45,491392,IL,500/1000,1000,1362.29,0,442598,MALE,High School,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,18,3,NO,0,0,NO,64000,12800,6400,44800,1999,1992,7,3,2015,2,27,8274,yachting 4905 francis ave northbend saab 95,0
108,29,237418,IN,500/1000,1000,1337.92,0,441536,FEMALE,PhD,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,4,3,NO,2,2,YES,61380,11160,5580,44640,2012,2007,12,4,2015,2,23,2638,7684 francis ridge columbus suburu legacy,0
194,39,620215,IN,250/500,500,823.17,0,455689,MALE,Masters,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,3,3,NO,2,2,NO,61500,6150,12300,43050,2012,2005,7,27,2015,2,23,3498,paintball 1126 texas hwy columbus dodge ram,0
228,40,136520,IN,100/300,500,1450.98,0,478609,MALE,Associate,husband,43700,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,20,1,NO,0,2,NO,6050,1100,1100,3850,2010,1997,3,1,2015,1,18,6532,4702 texas drive northbend toyota camry,0
275,41,498875,OH,100/300,2000,1514.72,0,617970,MALE,High School,own-child,35700,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,13,3,YES,0,1,NO,58300,5830,11660,40810,2007,1996,10,26,2015,2,2,6673,7477 mlk drive northbrook suburu legacy,0
234,41,291006,IN,100/300,500,951.56,0,455426,FEMALE,JD,wife,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,3,3,NO,2,1,NO,98280,15120,7560,75600,2007,1990,5,16,2015,2,8,9034,3884 pine lane riverwood chevrolet tahoe,1
112,32,757352,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-relative,57800,-53700,Parked Car,Rear Collision,Trivial Damage,,NY,4,1,NO,0,2,NO,5060,460,920,3680,2012,1999,12,21,2015,2,11,5531,4558 3rd hwy arlington honda crv,0
120,30,563878,IN,250/500,500,956.69,0,438237,FEMALE,Associate,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,20,1,NO,1,1,YES,87100,8710,8710,69680,2000,2002,7,16,2015,2,6,4588,movie 6770 1st st hillsdale saab 92x,0
478,63,852002,IL,250/500,1000,1292.3,0,479724,MALE,High School,own-child,47600,0,Parked Car,Rear Collision,Minor Damage,,VA,5,1,YES,1,3,NO,4700,940,470,3290,2007,2009,6,29,2015,2,21,2063,paintball 8204 pine lane northbend dodge neon,1
80,25,992145,IL,100/300,2000,1075.18,5000000,601112,FEMALE,PhD,husband,67700,-58400,Vehicle Theft,Rear Collision,Minor Damage,,OH,5,1,NO,2,0,YES,6930,1260,630,5040,2001,2012,3,1,2015,2,21,1087,exercise 3289 britain drive northbrook toyota highlander,0
70,28,265437,IL,250/500,1000,1319.81,0,613587,MALE,High School,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,14,4,NO,1,0,YES,31680,3520,3520,24640,2006,2003,10,11,2015,1,28,4127,yachting 8917 cherokee lane arlington toyota camry,0
305,49,890328,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,21,3,YES,0,2,NO,66550,12100,6050,48400,2003,2009,8,23,2015,2,17,2004,5924 maple drive hillsdale volkswagen jetta,0
228,39,762951,IN,500/1000,500,1388.62,0,614274,FEMALE,JD,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,10,1,YES,1,0,YES,59490,6610,6610,46270,1995,2012,9,19,2015,1,19,852,sale reading 5769 texas lane riverwood mercedes ml350,0
162,33,790225,OH,250/500,500,964.92,0,601581,FEMALE,Associate,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,17,4,NO,2,1,NO,35300,3530,3530,28240,1996,1991,1,5,2015,2,9,8801,2753 cherokee ave hillsdale mercedes e400,1
50,44,525862,OH,250/500,2000,1188.51,0,447469,MALE,College,unmarried,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,15,3,NO,1,2,NO,61100,6110,12220,42770,2008,2000,10,18,2015,1,8,5195,4710 lincoln hwy northbend dodge neon,0
252,39,868283,IN,250/500,1000,1086.21,0,455340,MALE,JD,unmarried,68500,-57500,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,18,1,NO,1,2,NO,50490,5610,5610,39270,2001,2006,2,6,2015,2,13,3294,hiking 2500 tree st springfield nissan maximum,0
428,59,299796,IN,250/500,500,1344.36,7000000,473329,FEMALE,JD,other-relative,0,0,Parked Car,Rear Collision,Minor Damage,,WV,8,1,NO,2,3,NO,6500,1300,650,4550,2013,1999,9,29,2015,2,6,5609,hiking 6375 2nd lane northbend saab 92x,0
372,50,769475,OH,500/1000,2000,1368.57,0,474860,FEMALE,MD,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,18,3,NO,2,2,YES,51800,5180,10360,36260,2003,2004,8,26,2015,1,3,3782,paintball 8811 maple hwy northbend accura mdx,0
128,32,547744,OH,100/300,2000,768.91,0,443522,FEMALE,College,other-relative,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,0,1,NO,1,0,NO,59800,5980,5980,47840,1999,2001,7,8,2015,2,26,4981,sale chess 3743 andromedia ridge columbus ford f150,1
65,30,396224,IN,100/300,500,1455.65,4000000,616706,FEMALE,College,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,6,3,NO,2,3,NO,79800,15960,7980,55860,1999,2009,9,8,2015,2,15,1986,skydiving 3110 lincoln lane hillsdale honda civic,0
344,51,689901,IN,100/300,2000,1398.46,0,455672,MALE,Associate,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,14,1,NO,0,2,NO,82830,7530,15060,60240,2004,1992,4,28,2015,2,2,8315,sale skydiving 1910 sky ave northbend audi a5,0
135,34,824116,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,7,1,NO,1,2,NO,78200,15640,7820,54740,2009,1998,5,5,2015,1,23,6107,2654 embaracadero st northbend audi a3,0
54,35,445195,IN,100/300,500,1261.28,0,453265,FEMALE,MD,unmarried,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,21,3,YES,2,0,NO,79090,14380,7190,57520,2012,2010,9,27,2015,2,25,1612,hiking 5028 maple ridge springfield nissan maximum,0
223,43,976971,OH,250/500,500,1734.09,0,451400,FEMALE,MD,not-in-family,0,0,Parked Car,Rear Collision,Trivial Damage,,WV,6,1,YES,0,3,NO,5200,650,650,3900,2006,2002,4,19,2015,1,12,4651,camping 4964 elm lane arlington accura mdx,0
334,46,555374,IL,100/300,1000,876.88,6000000,454434,MALE,MD,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,2,1,NO,2,1,NO,57330,12740,6370,38220,1998,2013,1,5,2015,1,3,728,sale reading 8489 pine hwy hillsdale jeep grand cherokee,0
364,51,385932,IL,100/300,500,1268.35,0,478902,MALE,Masters,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,16,1,YES,2,1,NO,77330,14060,14060,49210,2014,1992,4,28,2015,1,10,8292,2397 cherokee ave northbrook volkswagen jetta,1
338,49,348209,IN,500/1000,1000,1279.08,0,449718,MALE,MD,own-child,0,-51500,Parked Car,Rear Collision,Minor Damage,,NC,13,1,NO,0,1,NO,4300,860,860,2580,2004,1994,2,22,2015,2,27,7675,kayaking 7721 washington ridge riverwood ford f150,0
272,41,280709,OH,500/1000,2000,1608.34,0,466718,FEMALE,Associate,own-child,33300,-10600,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,19,1,NO,1,1,NO,71060,6460,12920,51680,2010,1991,5,6,2015,2,16,8687,reading 8281 lincoln lane springfield saab 92x,0
27,28,735822,IN,100/300,2000,1371.78,0,451560,MALE,JD,other-relative,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,10,3,NO,0,2,YES,53600,5360,10720,37520,2015,1995,8,28,2015,2,4,7100,polo 2539 embaracadero ridge riverwood audi a5,1
177,38,600845,IL,100/300,2000,1540.19,0,463842,FEMALE,College,other-relative,0,-74500,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,20,1,YES,2,0,NO,73700,7370,7370,58960,2001,2012,1,5,2015,2,1,1123,skydiving 5506 best st columbus chevrolet silverado,1
256,43,883980,OH,100/300,500,1203.17,0,455810,FEMALE,MD,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,11,1,NO,0,0,NO,63250,11500,5750,46000,1997,2014,12,13,2015,2,6,55,golf 8834 elm drive hillsdale nissan ultima,0
195,39,282195,OH,250/500,1000,1393.57,0,478423,MALE,PhD,not-in-family,47600,-39600,Parked Car,Rear Collision,Minor Damage,Police,VA,5,1,NO,0,1,YES,2640,480,480,1680,2009,2014,8,17,2015,2,27,194,movie 5821 2nd st northbend ford f150,0
64,30,159243,IL,250/500,2000,1681.01,0,446174,MALE,JD,own-child,0,-51100,Parked Car,Rear Collision,Minor Damage,,SC,16,1,NO,2,1,NO,4900,490,1470,2940,2015,1991,9,19,2015,2,7,8542,3006 lincoln ridge riverwood jeep wrangler,0
229,41,378587,OH,250/500,2000,1107.59,3000000,468202,MALE,PhD,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,23,1,NO,1,3,NO,62640,10440,10440,41760,2009,1998,12,16,2015,1,23,5882,chess 6888 elm ridge columbus mercedes c300,0
147,37,952300,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,2,2,NO,1,2,NO,53680,9760,4880,39040,2004,2009,8,2,2015,1,29,2006,4931 maple drive springfield accura mdx,0
437,58,640474,IN,500/1000,2000,1192.04,0,619470,MALE,Associate,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,23,1,YES,0,0,NO,55800,11160,11160,33480,2004,2010,8,1,2015,1,19,1632,dancing 7314 tree drive northbrook dodge ram,0
264,43,516959,IL,100/300,500,1508.12,6000000,433275,MALE,PhD,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,0,3,NO,2,1,NO,60750,13500,6750,40500,2015,2010,5,1,2015,1,20,1725,basketball 5276 2nd lane columbus jeep wrangler,1
61,25,757644,IN,100/300,2000,988.06,0,460579,FEMALE,Masters,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,1,3,YES,1,0,NO,32320,4040,4040,24240,2000,1998,1,29,2015,2,5,6216,dancing 7976 britain drive northbend dodge ram,0
112,27,618659,OH,100/300,500,965.13,0,450341,FEMALE,Masters,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,21,3,NO,0,1,NO,51000,8500,8500,34000,2013,2005,10,18,2015,2,22,3414,exercise 2808 elm st arlington nissan pathfinder,0
264,43,955953,IL,500/1000,2000,1353.33,0,447458,MALE,Associate,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,9,3,YES,2,0,NO,95150,17300,17300,60550,2007,2014,1,18,2015,2,12,390,9875 mlk ave springfield ford escape,0
257,40,414913,IN,250/500,500,1379.93,0,608228,MALE,MD,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,6,3,NO,0,2,YES,51810,9420,4710,37680,2002,2012,7,17,2015,2,1,929,3966 francis ridge columbus audi a3,1
215,35,330119,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,husband,40000,-43400,Vehicle Theft,Rear Collision,Trivial Damage,,WV,6,1,NO,2,1,NO,2640,220,440,1980,2001,2004,6,15,2015,1,15,3866,yachting 7785 lincoln lane columbus jeep wrangler,0
261,42,776860,OH,250/500,500,1337.56,0,605141,FEMALE,College,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,18,1,NO,1,2,YES,74700,7470,14940,52290,2010,2009,1,11,2015,1,12,2192,5211 weaver drive riverwood dodge ram,0
269,45,596298,IN,500/1000,500,1330.46,0,435552,FEMALE,High School,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,5,3,NO,0,0,NO,24200,2200,4400,17600,2008,1996,8,23,2015,1,18,6722,sleeping 2220 1st lane hillsdale suburu forrestor,0
186,38,250833,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,1,3,NO,2,3,NO,73800,12300,12300,49200,1995,2008,7,28,2015,2,2,2380,dancing 1371 texas lane springfield audi a3,0
135,30,913464,IN,500/1000,2000,1341.24,0,601701,FEMALE,MD,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,18,3,NO,0,1,NO,32670,5940,2970,23760,2003,2009,1,21,2015,1,19,2189,skydiving 9317 apache ave riverwood honda accord,0
290,45,737252,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,22,3,NO,0,1,NO,66200,6620,6620,52960,2012,1993,11,18,2015,1,31,7744,reading 7002 oak hwy northbend suburu impreza,0
171,34,964657,IN,250/500,2000,1277.25,0,605169,FEMALE,College,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,14,1,NO,1,2,NO,69200,13840,6920,48440,1996,1997,2,18,2015,1,19,6544,yachting 8668 flute st springfield volkswagen passat,1
191,38,753005,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,19,3,NO,2,0,NO,56320,10240,5120,40960,2007,2005,11,20,2015,2,7,3366,sleeping 7201 washington ave hillsdale volkswagen jetta,0
166,34,405533,OH,100/300,1000,1083.72,0,617774,FEMALE,High School,wife,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,18,1,NO,0,2,YES,53680,4880,4880,43920,2005,2014,10,3,2015,2,9,129,3550 washington ave columbus honda crv,0
328,48,521585,OH,250/500,1000,1406.91,0,466132,MALE,MD,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,5,1,YES,1,2,YES,71610,6510,13020,52080,2004,2014,10,17,2015,1,25,100,sleeping 9935 4th drive columbus saab 92x,1
218,41,461962,IL,100/300,500,914.22,0,444155,MALE,JD,wife,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,14,3,NO,2,0,NO,84590,15380,7690,61520,2013,2013,12,25,2015,1,22,393,golf 1738 solo lane springfield saab 93,0
213,35,844129,OH,250/500,500,871.46,0,477938,MALE,MD,husband,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,13,1,YES,2,0,YES,74140,13480,6740,53920,2007,1990,9,20,2015,1,22,8890,movie 5475 rock lane northbrook ford escape,0
8,35,699044,OH,100/300,2000,1266.92,0,613982,MALE,Masters,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,16,3,NO,1,3,YES,71500,16500,11000,44000,2006,2013,12,5,2015,1,9,400,sale polo 3418 texas lane arlington ford escape,1
279,41,389238,IL,250/500,500,1497.35,0,460742,FEMALE,JD,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,16,3,NO,2,3,NO,28800,0,3600,25200,2013,2001,6,6,2015,1,29,4985,2199 texas drive northbrook ford fusion,0
96,29,465065,IN,250/500,1000,1274.7,5000000,618493,MALE,College,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,15,3,YES,2,3,YES,55400,5540,11080,38780,2004,2006,12,24,2015,1,11,2940,hiking 4910 1st lane springfield chevrolet silverado,1
229,37,340614,IL,250/500,2000,1212.12,0,446544,FEMALE,MD,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,14,3,YES,1,1,YES,68760,11460,5730,51570,1995,1997,6,1,2015,1,29,6451,paintball 8542 lincoln ridge columbus ford fusion,0
298,47,163161,IL,500/1000,2000,1338.5,0,618929,FEMALE,PhD,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,1,1,NO,0,0,NO,70590,10860,10860,48870,2000,1998,11,11,2015,2,2,5927,basketball 2306 5th lane northbrook saab 93,1
20,23,935596,OH,500/1000,1000,1711.72,0,463678,FEMALE,JD,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,21,3,NO,2,2,NO,63250,5750,11500,46000,2002,1999,5,1,2015,1,13,5736,2886 tree ridge northbrook chevrolet tahoe,1
104,32,904191,IN,250/500,500,1158.03,0,434247,MALE,High School,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,23,3,YES,1,3,YES,63570,9780,9780,44010,2006,1997,7,14,2015,1,8,6387,kayaking 7582 pine drive riverwood volkswagen jetta,1
244,40,645258,OH,500/1000,2000,1267.81,5000000,603123,FEMALE,Masters,wife,0,0,Vehicle Theft,Rear Collision,Trivial Damage,,NC,10,1,NO,2,1,NO,6600,660,1320,4620,2005,1997,7,4,2015,1,3,6392,7098 lincoln hwy northbrook accura tl,0
62,28,200152,IL,100/300,1000,988.45,0,430141,FEMALE,Masters,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,3,1,NO,1,1,YES,60200,6020,6020,48160,2004,2003,3,9,2015,1,9,4324,camping 4981 weaver st northbrook suburu forrestor,1
338,47,884180,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,4,1,YES,2,1,NO,58560,9760,9760,39040,2002,1995,8,19,2015,2,18,7123,polo 4826 5th st arlington mercedes e400,0
137,31,484200,OH,250/500,2000,1340.43,0,441175,MALE,High School,husband,52700,-40600,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,6,3,NO,1,2,NO,50800,10160,10160,30480,2005,1994,10,12,2015,2,19,7435,paintball 3087 oak hwy arlington accura mdx,0
101,26,865839,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,husband,0,0,Parked Car,Rear Collision,Trivial Damage,,VA,4,1,NO,2,2,NO,3190,580,580,2030,1995,1991,8,2,2015,2,4,8587,reading 8096 apache hwy arlington suburu legacy,0
257,44,109392,OH,100/300,1000,1280.88,0,433981,MALE,MD,other-relative,59400,-32200,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,21,1,NO,0,1,NO,46980,0,5220,41760,2002,2006,7,12,2015,2,6,3131,basketball 5312 francis ridge riverwood accura tl,0
200,35,960680,IN,250/500,2000,1318.06,0,618498,MALE,High School,wife,57300,-80600,Vehicle Theft,Rear Collision,Trivial Damage,,VA,13,1,NO,0,3,YES,6490,1180,1180,4130,2002,1994,8,21,2015,1,19,7456,2333 maple lane hillsdale volkswagen jetta,0
472,64,911429,IN,250/500,500,989.24,0,615821,MALE,Masters,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,13,1,NO,2,3,NO,70900,14180,7090,49630,2002,2012,8,25,2015,2,21,910,skydiving 3664 francis ridge northbrook mercedes ml350,0
216,38,421940,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,16,1,NO,2,3,NO,66600,16650,11100,38850,2012,2014,6,3,2015,1,9,220,5780 4th ave columbus jeep grand cherokee,1
119,32,343161,IL,500/1000,1000,993.51,0,468767,MALE,High School,unmarried,0,-49500,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,12,1,NO,0,3,YES,56300,5630,11260,39410,2011,2014,6,10,2015,1,12,216,3567 4th drive hillsdale bmw m5,0
82,27,119513,IL,100/300,1000,1384.51,0,476727,MALE,PhD,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,14,1,NO,2,3,NO,71680,8960,8960,53760,2007,1996,9,21,2015,2,18,6724,reading 9484 pine drive springfield volkswagen jetta,1
152,30,209177,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,9,1,YES,1,1,NO,84590,7690,7690,69210,2000,2009,11,17,2015,2,11,1912,polo 5093 flute lane northbrook toyota highlander,1
174,36,629918,IL,100/300,2000,1278.75,0,461328,FEMALE,College,own-child,53200,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,21,3,NO,2,2,NO,65400,10900,10900,43600,2012,2005,10,14,2015,2,6,3402,paintball 2117 lincoln hwy riverwood dodge ram,0
